active_regime,hour_of_day,risk_flags,rule_best_candidate_id,rule_best_score,rule_best_template_name,selected_candidate_id,selected_minus_competitor,selected_score,selected_source_prior,selected_template_name,status,step,total_margin
HUMIDITY_EXCESS_DISEASE_RISK,21.5,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9823750011111968,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.059708332738302894, ""final_score"": 0.0717083327383029, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000863213914, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000863213914, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0540833338494997,previous_plan_prior,previous_shift_all,lower_score,662,0.0717083327383029
HUMIDITY_EXCESS_DISEASE_RISK,2.25,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.976750002089872,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833265369746, ""final_score"": 0.07170833265369747, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000675201974, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000675201974, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,681,0.07170833265369747
HUMIDITY_EXCESS_DISEASE_RISK,2.0,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500021350234,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833260854602, ""final_score"": 0.07170833260854603, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000574865235, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000574865235, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,680,0.07170833260854603
HUMIDITY_EXCESS_DISEASE_RISK,2.5,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500021384553,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.0597083326051141, ""final_score"": 0.07170833260511411, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.02750000056723889, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.02750000056723889, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,682,0.07170833260511411
HUMIDITY_EXCESS_DISEASE_RISK,1.75,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500021885729,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.059708332554996524, ""final_score"": 0.07170833255499653, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000455866425, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000455866425, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,679,0.07170833255499653
HUMIDITY_EXCESS_DISEASE_RISK,1.5,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.97675000224737,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.059708332496199445, ""final_score"": 0.07170833249619946, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000325206053, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000325206053, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,678,0.07170833249619946
HUMIDITY_EXCESS_DISEASE_RISK,21.75,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9823750013578698,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833249162988, ""final_score"": 0.07170833249162989, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.02750000031505162, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.02750000031505162, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0540833338494997,previous_plan_prior,previous_shift_all,lower_score,663,0.07170833249162989
HUMIDITY_EXCESS_DISEASE_RISK,1.25,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500023120411,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833243152829, ""final_score"": 0.0717083324315283, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000181492457, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000181492457, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,677,0.0717083324315283
HUMIDITY_EXCESS_DISEASE_RISK,1.0,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500023311197,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833241244966, ""final_score"": 0.07170833241244967, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000139095593, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000139095593, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,676,0.07170833241244967
HUMIDITY_EXCESS_DISEASE_RISK,0.25,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500023470189,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833239655049, ""final_score"": 0.0717083323965505, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000103763966, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000103763966, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,673,0.0717083323965505
HUMIDITY_EXCESS_DISEASE_RISK,0.75,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.976750002347189,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.059708332396380404, ""final_score"": 0.07170833239638041, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000103386157, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000103386157, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,675,0.07170833239638041
HUMIDITY_EXCESS_DISEASE_RISK,0.5,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500023618781,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.059708332381691265, ""final_score"": 0.07170833238169128, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.027500000070743602, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.027500000070743602, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0484583347435694,previous_plan_prior,previous_shift_all,lower_score,674,0.07170833238169128
HUMIDITY_EXCESS_DISEASE_RISK,20.75,"{""any_risk"": true, ""dew_risk"": true, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.982375002043372,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05970833180612767, ""final_score"": 0.07170833180612768, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.02749999879171361, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.02749999879171361, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0540833338494997,previous_plan_prior,previous_shift_all,lower_score,659,0.07170833180612768
NORMAL_BALANCED,20.5,"{""any_risk"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}",rule_prior:hold_all:5,0.9680870513916017,hold_all,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05743652528772747, ""final_score"": 0.06943652528772748, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.30960101609428725, ""projected_low_reversal"": 0.0, ""projected_smoothness"": -0.00996372873584428, ""raw_energy_proxy"": 0.30960101609428725, ""raw_low_reversal"": 0.0, ""raw_smoothness"": -0.00996372873584428, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0375235766793292,previous_plan_prior,previous_shift_all,lower_score,466,0.06943652528772748
HUMIDITY_EXCESS_DISEASE_RISK,0.0,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500024767023,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.057083332535088016, ""final_score"": 0.06908333253508803, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.0216666670782919, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.0216666670782919, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0458333350117903,previous_plan_prior,previous_shift_all,lower_score,672,0.06908333253508803
HUMIDITY_EXCESS_DISEASE_RISK,23.75,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.9767500025061847,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.0570833325056056, ""final_score"": 0.06908333250560561, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.02166666701277553, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.02166666701277553, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0458333350117903,previous_plan_prior,previous_shift_all,lower_score,671,0.06908333250560561
HUMIDITY_EXCESS_DISEASE_RISK,22.0,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.976750002613238,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.057083332398552344, ""final_score"": 0.06908333239855236, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.021666666774879273, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.021666666774879273, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0458333350117903,previous_plan_prior,previous_shift_all,lower_score,664,0.06908333239855236
HUMIDITY_EXCESS_DISEASE_RISK,22.25,"{""any_risk"": true, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": true, ""rh_ge_90"": true}",rule_prior:ventilation_ramp_limited:7,0.976750003223739,ventilation_ramp_limited,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.05708333178805136, ""final_score"": 0.06908333178805137, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.23666666174928352, ""projected_low_reversal"": 0.0, ""projected_smoothness"": 0.021666665418210274, ""raw_energy_proxy"": 0.23666666174928352, ""raw_low_reversal"": 0.0, ""raw_smoothness"": 0.021666665418210274, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0458333350117903,previous_plan_prior,previous_shift_all,lower_score,665,0.06908333178805137
NORMAL_BALANCED,22.0,"{""any_risk"": false, ""dew_risk"": false, ""dry_or_high_vpd_risk"": false, ""dry_risk"": false, ""high_vpd"": false, ""humidity_or_dew_risk"": false, ""rh_ge_90"": false}",rule_prior:hold_all:5,0.9687267045974732,hold_all,previous_plan_prior:previous_shift_all:2,"{""base_final_score"": 0.0543504677154123, ""final_score"": 0.06635046771541231, ""prior_confidence_bonus"": 0.011999999999999997, ""projected_energy_proxy"": 0.3019886542111635, ""projected_low_reversal"": 0.0, ""projected_smoothness"": -0.013438362504045176, ""raw_energy_proxy"": 0.3019886542111635, ""raw_low_reversal"": 0.0, ""raw_smoothness"": -0.013438362504045176, ""rewrite_penalty"": 0.0, ""risk_static_hold_penalty"": 0.0, ""uncertainty_penalty"": 0.0}",1.0350771723128855,previous_plan_prior,previous_shift_all,lower_score,472,0.06635046771541231
