active_regime,assigned_bonus,assigned_factor,canopy_dew_lt0_factor,canopy_dew_lt1_factor,counterfactual_winner_id,counterfactual_winner_score,dew_or_humidity_factor,dry_or_high_vpd_factor,dry_vent_factor,energy_relief,factor_vector_id,hour_of_day,is_risk,projected_energy_gap,raw_energy_gap,resolved_risk_family,risk_combo_id,runtime_selected_id,step,switch_relative_to_runtime,switch_relative_to_zero_bonus,switch_to_conservative,zero_bonus_winner_id,zero_minus_counterfactual_final_score
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,34,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,35,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,36,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,37,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,38,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,39,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,40,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,41,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,42,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,43,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,44,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,45,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,46,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,48,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,49,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,50,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,59,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,60,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,61,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,62,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.08,1.0,1.0,1.0,previous_plan_prior:previous_shift_all:2,1.0495833334450921,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,18.25,True,0.23666666174928352,0.23666666174928352,dew_or_humidity,dew_or_humidity,previous_plan_prior:previous_shift_all:2,73,False,False,False,previous_plan_prior:previous_shift_all:2,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,20.25,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,81,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,20.5,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,82,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,22.25,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,89,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,0.25,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,97,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,3.0,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,108,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.044000000357628,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,3.25,False,0.9200000017881393,0.9200000017881393,none,none,previous_plan_prior:previous_shift_all:2,109,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,6.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,122,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,6.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,123,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,124,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,125,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,7.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,126,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,128,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,129,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,8.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,130,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,132,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,133,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,9.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,135,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,136,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,137,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,138,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,10.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,139,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,11.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,142,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,146,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.06,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0636250002682208,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,12.75,True,0.0,0.0,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:screen_dwell_hold:4,147,True,True,True,previous_plan_prior:screen_dwell_hold:4,0.056374999731779285
NORMAL_BALANCED,0.06,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0636250002682208,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.0,True,0.0,0.0,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,148,True,True,True,previous_plan_prior:previous_shift_all:2,0.056374999731779285
NORMAL_BALANCED,0.06,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0636250002682208,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.25,True,0.0,0.0,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,149,True,True,True,previous_plan_prior:previous_shift_all:2,0.056374999731779285
NORMAL_BALANCED,0.06,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0636250002682208,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.5,True,0.0,0.0,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,150,True,True,True,previous_plan_prior:previous_shift_all:2,0.056374999731779285
NORMAL_BALANCED,0.06,1.0,1.0,1.0,conservative_prior:conservative_stabilize:5,1.0636250002682208,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,13.75,True,0.0,0.0,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,151,True,True,True,previous_plan_prior:previous_shift_all:2,0.056374999731779285
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.25,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,153,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.5,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,154,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,14.75,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,155,True,False,False,previous_plan_prior:hold_all:3,0.0
NORMAL_BALANCED,0.0,1.0,1.0,1.0,previous_plan_prior:hold_all:3,1.06,1.0,1.0,1.0,0.0,canopy_lt0=1.0|canopy_lt1=1.0|dew=1.0|dry_vent=1.0|dry=1.0,15.0,False,1.0,1.0,none,none,previous_plan_prior:previous_shift_all:2,156,True,False,False,previous_plan_prior:hold_all:3,0.0
