action_delta_u_heating,action_delta_u_screen,action_delta_u_ventilation,active_regime,assigned_bonus,counterfactual_winner_id,counterfactual_winner_score,current_ventilation,delta_canopy_dew_margin_hat,delta_dew_margin_air_hat,delta_rh_hat,delta_vpd_hat,dry_vent_relief_hat,dry_vent_worsening_hat,formula,formula_energy_delta,formula_projected_energy_score,hour_of_day,is_risk,original_projected_energy_proxy,policy,resolved_risk_family,risk_combo_id,runtime_selected_id,step,switch_relative_to_runtime,switch_relative_to_zero_bonus,switch_to_conservative,zero_bonus_winner_id
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,8.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,34,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,8.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,35,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,36,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,37,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,38,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,39,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,40,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,41,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,42,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,43,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,11.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,44,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,11.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,45,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,11.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,46,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,12.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,48,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9953460097312927,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,12.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,49,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9709953665733337,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,12.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,50,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,14.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,59,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,60,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,61,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,62,True,False,False,previous_plan_prior:hold_all:3
-0.2,-0.2,0.19999999999999996,NORMAL_BALANCED,0.0,previous_plan_prior:previous_shift_all:2,1.0495833334450921,0.699999988079071,0.207,0.18999999999999997,-2.999999999999999,0.8999999999999998,0.0,0.0,baseline_current_energy,0.0,0.9966666671137016,18.25,True,0.9966666671137016,canopy_dew_first_v1,dew_or_humidity,dew_or_humidity,previous_plan_prior:previous_shift_all:2,73,False,False,False,previous_plan_prior:previous_shift_all:2
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.5442243218421936,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,20.25,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,81,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.5498268008232117,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,20.5,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,82,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.25,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,22.25,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,89,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.25,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,0.25,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,97,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.25,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,3.0,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,108,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.044000000357628,0.25,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,0.9200000017881393,3.25,False,0.9200000017881393,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,109,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,6.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,122,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,6.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,123,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,7.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,124,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,7.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,125,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,7.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,126,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9388227462768555,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,8.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,128,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9623379111289978,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,8.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,129,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9522208571434021,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,8.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,130,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.5054808259010315,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,132,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.4964801073074341,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,133,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9513817429542542,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,9.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,135,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9090812802314758,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,136,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9060654044151306,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,137,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.910454511642456,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,138,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.915049135684967,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,10.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,139,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.9727903008460999,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,11.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,142,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,12.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,146,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.06,NORMAL_BALANCED,0.06,conservative_prior:conservative_stabilize:5,1.0636250002682208,0.18000000715255737,0.03795,0.039,-0.54,0.3375,0.0,0.45999999999999996,baseline_current_energy,0.0,1.0,12.75,True,1.0,canopy_dew_first_v1,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:screen_dwell_hold:4,147,True,True,True,previous_plan_prior:screen_dwell_hold:4
0.0,0.0,0.06,NORMAL_BALANCED,0.06,conservative_prior:conservative_stabilize:5,1.0636250002682208,0.18000000715255737,0.03795,0.039,-0.54,0.3375,0.0,0.45999999999999996,baseline_current_energy,0.0,1.0,13.0,True,1.0,canopy_dew_first_v1,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,148,True,True,True,previous_plan_prior:previous_shift_all:2
0.0,0.0,0.06,NORMAL_BALANCED,0.06,conservative_prior:conservative_stabilize:5,1.0636250002682208,0.18000000715255737,0.03795,0.039,-0.54,0.3375,0.0,0.45999999999999996,baseline_current_energy,0.0,1.0,13.25,True,1.0,canopy_dew_first_v1,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,149,True,True,True,previous_plan_prior:previous_shift_all:2
0.0,0.0,0.06,NORMAL_BALANCED,0.06,conservative_prior:conservative_stabilize:5,1.0636250002682208,0.18000000715255737,0.03795,0.039,-0.54,0.3375,0.0,0.45999999999999996,baseline_current_energy,0.0,1.0,13.5,True,1.0,canopy_dew_first_v1,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,150,True,True,True,previous_plan_prior:previous_shift_all:2
0.0,0.0,0.06,NORMAL_BALANCED,0.06,conservative_prior:conservative_stabilize:5,1.0636250002682208,0.18000000715255737,0.03795,0.039,-0.54,0.3375,0.0,0.45999999999999996,baseline_current_energy,0.0,1.0,13.75,True,1.0,canopy_dew_first_v1,dry_vent,dry_vent+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,151,True,True,True,previous_plan_prior:previous_shift_all:2
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,14.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,153,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,14.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,154,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,14.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,155,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,156,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.25,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,157,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.5,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,158,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,15.75,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,159,True,False,False,previous_plan_prior:hold_all:3
0.0,0.0,0.0,NORMAL_BALANCED,0.0,previous_plan_prior:hold_all:3,1.06,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0.0,baseline_current_energy,0.0,1.0,16.0,False,1.0,canopy_dew_first_v1,none,none,previous_plan_prior:previous_shift_all:2,160,True,False,False,previous_plan_prior:hold_all:3
