active_risk_flags,assigned_bonus,canopy_dew_bonus,conflict_priority_reason,conflict_type,counterfactual_winner_id,counterfactual_winner_score,dew_or_humidity_bonus,dry_or_high_vpd_bonus,dry_vent_bonus,energy_proxy_delta_on_switch,hour_of_day,primary_risk_family_old,prior_confidence_delta_on_switch,resolved_risk_family_new,risk_combo_id,runtime_selected_id,smoothness_delta_on_switch,step,switch_relative_to_runtime,switch_relative_to_zero_bonus,switch_to_conservative,vector_id,zero_bonus_winner_id
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",0.06,0.06,moderate_canopy_dew_lt1_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.064,0.0,0.0,0.0,0.0,12.0,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,528,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.06,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",0.06,0.06,moderate_canopy_dew_lt1_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.064,0.0,0.0,0.0,0.0,12.25,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,529,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.06,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.06,0.06,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.064,0.0,0.0,0.0,0.0,12.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,531,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.06,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.0836250002682208,0.0,0.0,0.0,0.0,9.0,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,516,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,9.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:screen_dwell_hold:4,0.0,517,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:screen_dwell_hold:4
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.0836250002682208,0.0,0.0,0.0,0.0,9.5,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,518,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,9.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,519,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.0836250002682208,0.0,0.0,0.0,0.0,10.0,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,520,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,10.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,521,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.0836250002682208,0.0,0.0,0.0,0.0,10.5,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,522,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,10.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,523,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,11.0,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,524,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,11.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,525,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,11.5,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,526,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,11.75,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,527,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,12.0,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,528,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,12.25,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,529,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.08,0.08,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.084,0.0,0.0,0.0,0.0,12.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,531,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,dew_vs_canopy_dew,conservative_prior:conservative_stabilize:5,1.07875,0.0,0.0,0.0,0.0,11.75,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity,previous_plan_prior:previous_shift_all:2,0.011666666666666714,623,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,dew_vs_canopy_dew,conservative_prior:conservative_stabilize:5,1.07875,0.0,0.0,0.0,0.0,12.0,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity,previous_plan_prior:previous_shift_all:2,0.011666666666666714,624,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",0.08,0.08,moderate_canopy_dew_lt1_priority,dew_vs_canopy_dew,conservative_prior:conservative_stabilize:5,1.07875,0.0,0.0,0.0,0.0,12.5,canopy_dew_lt1,0.055999999999999994,canopy_dew_lt1,canopy_dew_lt1+dew_or_humidity,previous_plan_prior:previous_shift_all:2,0.011666666666666714,626,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.08,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.1036250002682209,0.0,0.0,0.0,0.0,9.0,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,516,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,9.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:screen_dwell_hold:4,0.0,517,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:screen_dwell_hold:4
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.1036250002682209,0.0,0.0,0.0,0.0,9.5,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,518,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,9.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,519,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.1036250002682209,0.0,0.0,0.0,0.0,10.0,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,520,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,10.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,521,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""dry_vent_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.1036250002682209,0.0,0.0,0.0,0.0,10.5,dry_vent,0.055999999999999994,canopy_dew_lt0,dry_vent+canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0008333327372869181,522,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,10.75,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,523,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,11.0,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,524,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
"[""dew_risk"", ""humidity_or_dew_risk"", ""dry_risk"", ""high_vpd"", ""dry_or_high_vpd_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",0.1,0.1,severe_canopy_dew_lt0_priority,multi_3plus,conservative_prior:conservative_stabilize:5,1.104,0.0,0.0,0.0,0.0,11.25,canopy_dew_lt0,0.055999999999999994,canopy_dew_lt0,canopy_dew_lt0+dew_or_humidity+dry_or_high_vpd,previous_plan_prior:previous_shift_all:2,0.0,525,True,True,True,dry=0.00|dry_vent=0.00|dew=0.00|canopy=0.10,previous_plan_prior:previous_shift_all:2
